Protein IDs	CDC1551-1.count	CDC1551-1.rsq	CDC1551-1.kdp	CDC1551-1.halflife	CDC1551-1.count.z	CDC1551-1.rsq.z	CDC1551-1.kdp.z	CDC1551-1.halflife.z	CDC1551-2.count	CDC1551-2.rsq	CDC1551-2.kdp	CDC1551-2.halflife	CDC1551-2.count.z	CDC1551-2.rsq.z	CDC1551-2.kdp.z	CDC1551-2.halflife.z	dPPE38-1.count	dPPE38-1.rsq	dPPE38-1.kdp	dPPE38-1.halflife	dPPE38-1.count.z	dPPE38-1.rsq.z	dPPE38-1.kdp.z	dPPE38-1.halflife.z	dPPE38-2.count	dPPE38-2.rsq	dPPE38-2.kdp	dPPE38-2.halflife	dPPE38-2.count.z	dPPE38-2.rsq.z	dPPE38-2.kdp.z	dPPE38-2.halflife.z	Comp-1.count	Comp-1.rsq	Comp-1.kdp	Comp-1.halflife	Comp-1.count.z	Comp-1.rsq.z	Comp-1.kdp.z	Comp-1.halflife.z	Comp-2.count	Comp-2.rsq	Comp-2.kdp	Comp-2.halflife	Comp-2.count.z	Comp-2.rsq.z	Comp-2.kdp.z	Comp-2.halflife.z	Uninfected-1.count	Uninfected-1.rsq	Uninfected-1.kdp	Uninfected-1.halflife	Uninfected-1.count.z	Uninfected-1.rsq.z	Uninfected-1.kdp.z	Uninfected-1.halflife.z	Uninfected-2.count	Uninfected-2.rsq	Uninfected-2.kdp	Uninfected-2.halflife	Uninfected-2.count.z	Uninfected-2.rsq.z	Uninfected-2.kdp.z	Uninfected-2.halflife.z
sp|O00429|DNM1L_HUMANDynamin-1-likeproteinOS=HomosapiensGN=DNM1LPE=1SV=2;tr|G8JLD5|G8JLD5_HUMANDynamin-1-likeproteinOS=HomosapiensGN=DNM1LPE=1SV=1;tr|F8VZ52|F8VZ52_HUMANDynamin-1-likeprotein(Fragment)OS=HomosapiensGN=DNM1LPE=1SV=1;tr|F8VUJ9|F8VUJ9_HUMANDynamin-1-likeprotein(Fragment)OS=HomosapiensGN=DNM1LPE=1SV=1;tr|B4DPZ9|B4DPZ9_HUMANDynamin-1-likeproteinOS=HomosapiensGN=DNM1LPE=1SV=1;tr|F8W1W3|F8W1W3_HUMANDynamin-1-likeprotein(Fragment)OS=HomosapiensGN=DNM1LPE=1SV=8;tr|B4DDQ3|B4DDQ3_HUMANDynamin-1-likeproteinOS=HomosapiensGN=DNM1LPE=1SV=1;tr|F8VR28|F8VR28_HUMANDynamin-1-likeproteinOS=HomosapiensGN=DNM1LPE=1SV=1;tr|F8VYL3|F8VYL3_HUMANDynamin-1-likeproteinOS=HomosapiensGN=DNM1LPE=1SV=1;tr|H0YI79|H0YI79_HUMANDynamin-1-likeprotein(Fragment)OS=HomosapiensGN=DNM1LPE=1SV=1;tr|H0YHY4|H0YHY4_HUMANDynamin-1-likeprotein(Fragment)OS=HomosapiensGN=DNM1LPE=1SV=1	5	0.988680323	0.01409525	49.17594066	6	0.992210326	0.01409525	49.17594066	3	0.965865773	0.013862603	50.00122817	4	0.98734656	0.013862603	50.00122817	5	0.849092552	0.013817785	50.16340889	6	0.896405865	0.013817785	50.16340889	4	0.999051346	0.012920884	53.64549401	5	0.995981451	0.012920884	53.64549401	5	0.695155291	0.014011869	49.46857427	6	0.775100269	0.014011869	49.46857427	5	0.994745008	0.013209125	52.47487382	6	0.996410501	0.013209125	52.47487382	5	0.990163318	0.013292741	52.1447914	6	0.990669782	0.013292741	52.1447914	5	0.7191611	0.013226736	52.40500515	6	0.804674421	0.013226736	52.40500515
sp|O00442|RTCA_HUMANRNA3'-terminalphosphatecyclaseOS=HomosapiensGN=RTCAPE=1SV=1;tr|A6NIC1|A6NIC1_HUMANRNA3'-terminalphosphatecyclaseOS=HomosapiensGN=RTCAPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.026996018	25.67590473	2	1	0.026996018	25.67590473	1	NaN	0.015990871	43.34643093	2	1	0.015990871	43.34643093	2	1	0.017152382	40.41113281	3	0.976265251	0.017152382	40.41113281	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.014616354	47.422715	2	1	0.014616354	47.422715	1	NaN	0.015494935	44.73379052	2	1	0.015494935	44.73379052
sp|O00483|NDUA4_HUMANCytochromecoxidasesubunitNDUFA4OS=HomosapiensGN=NDUFA4PE=1SV=1	1	NaN	0.047601365	14.56149795	2	1	0.047601365	14.56149795	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.033974627	20.40190719	3	0.982399716	0.033974627	20.40190719	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.03319666	20.88002739	2	1	0.03319666	20.88002739	2	1	0.042140467	16.44849325	3	0.968896506	0.042140467	16.44849325	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O00487|PSDE_HUMAN26Sproteasomenon-ATPaseregulatorysubunit14OS=HomosapiensGN=PSMD14PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O00505|IMA4_HUMANImportinsubunitalpha-4OS=HomosapiensGN=KPNA3PE=1SV=2;tr|H0Y4S9|H0Y4S9_HUMANImportinsubunitalpha-4(Fragment)OS=HomosapiensGN=KPNA3PE=1SV=1	2	1	0.024065704	28.80228106	3	0.996677935	0.024065704	28.80228106	1	NaN	0.022188591	31.23890059	2	1	0.022188591	31.23890059	3	0.997178925	0.021679803	31.97202343	4	0.946304211	0.021679803	31.97202343	1	NaN	0.014972733	46.29396651	2	1	0.014972733	46.29396651	1	NaN	0.024850233	27.89298572	2	1	0.024850233	27.89298572	1	NaN	0.024613525	28.16123185	2	1	0.024613525	28.16123185	2	1	0.034845958	19.8917525	3	0.995596149	0.034845958	19.8917525	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O00560|SDCB1_HUMANSyntenin-1OS=HomosapiensGN=SDCBPPE=1SV=1;tr|B4DHN5|B4DHN5_HUMANSyntenin-1OS=HomosapiensGN=SDCBPPE=1SV=1;tr|E9PBU7|E9PBU7_HUMANSyntenin-1OS=HomosapiensGN=SDCBPPE=1SV=1	3	0.921717924	0.061140899	11.33688246	4	0.880526171	0.061140899	11.33688246	3	0.547534192	0.060409666	11.47411043	4	0.73548794	0.060409666	11.47411043	3	0.863097682	0.042364819	16.36138644	4	0.856649416	0.042364819	16.36138644	4	0.90366517	0.057258293	12.10562086	5	0.878131885	0.057258293	12.10562086	5	0.758854286	0.060400136	11.4759208	6	0.802283413	0.060400136	11.4759208	4	0.947714825	0.083210719	8.330022743	5	0.965045782	0.083210719	8.330022743	4	0.78074999	0.053505339	12.95472923	5	0.770240971	0.053505339	12.95472923	3	0.953109144	0.056807998	12.20157736	4	0.906872904	0.056807998	12.20157736
sp|O00629|IMA3_HUMANImportinsubunitalpha-3OS=HomosapiensGN=KPNA4PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.01540378	44.99851305	2	1	0.01540378	44.99851305	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O00743|PPP6_HUMANSerine/threonine-proteinphosphatase6catalyticsubunitOS=HomosapiensGN=PPP6CPE=1SV=1;tr|Q5T1S7|Q5T1S7_HUMANSerine/threonine-proteinphosphatase(Fragment)OS=HomosapiensGN=PPP6CPE=1SV=1	2	1	0.013220896	52.42815397	3	0.982420361	0.013220896	52.42815397	2	1	0.015294767	45.31923887	3	0.999671133	0.015294767	45.31923887	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.015170389	45.69079937	2	1	0.015170389	45.69079937	1	NaN	0.016244081	42.670754	2	1	0.016244081	42.670754	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.016774458	41.32158392	2	1	0.016774458	41.32158392	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O00754|MA2B1_HUMANLysosomalalpha-mannosidaseOS=HomosapiensGN=MAN2B1PE=1SV=3;tr|M0QZ24|M0QZ24_HUMANUncharacterizedprotein(Fragment)OS=HomosapiensPE=4SV=1;tr|M0R174|M0R174_HUMANLysosomalalpha-mannosidase(Fragment)OS=HomosapiensGN=MAN2B1PE=1SV=1;tr|M0R2P5|M0R2P5_HUMANUncharacterizedprotein(Fragment)OS=HomosapiensPE=4SV=1;tr|M0QYZ1|M0QYZ1_HUMANLysosomalalpha-mannosidase(Fragment)OS=HomosapiensGN=MAN2B1PE=1SV=8;tr|M0QZG6|M0QZG6_HUMANLysosomalalpha-mannosidase(Fragment)OS=HomosapiensGN=MAN2B1PE=4SV=1	5	0.962217379	0.030885667	22.44235762	6	0.970449882	0.030885667	22.44235762	5	0.79681935	0.033402234	20.75152187	6	0.849588345	0.033402234	20.75152187	5	0.975657539	0.028460187	24.35497651	6	0.973293979	0.028460187	24.35497651	5	0.95501095	0.028427903	24.38263471	6	0.967474407	0.028427903	24.38263471	5	0.96264976	0.030089136	23.03646032	6	0.967843141	0.030089136	23.03646032	3	0.971576947	0.026145781	26.51086162	4	0.990928438	0.026145781	26.51086162	5	0.935453492	0.029605734	23.41259892	6	0.955170366	0.029605734	23.41259892	3	0.774606986	0.027677951	25.04329846	4	0.875223659	0.027677951	25.04329846
sp|O00764|PDXK_HUMANPyridoxalkinaseOS=HomosapiensGN=PDXKPE=1SV=1;tr|F2Z2Y4|F2Z2Y4_HUMANPyridoxalkinaseOS=HomosapiensGN=PDXKPE=1SV=1;tr|A8MV33|A8MV33_HUMANHCG401289,isoformCRA_bOS=HomosapiensGN=PDXKPE=1SV=1	2	1	0.012917662	53.65887422	3	0.981426232	0.012917662	53.65887422	2	1	0.01075728	64.43517145	3	0.983648849	0.01075728	64.43517145	1	NaN	0.009633574	71.95120005	2	1	0.009633574	71.95120005	2	1	0.011104424	62.42081269	3	0.961546359	0.011104424	62.42081269	2	1	0.01153786	60.07588987	3	0.994609417	0.01153786	60.07588987	1	NaN	0.011044082	62.76186345	2	1	0.011044082	62.76186345	2	1	0.011655872	59.4676373	3	0.997375038	0.011655872	59.4676373	1	NaN	0.010958217	63.25364661	2	1	0.010958217	63.25364661
sp|O14579|COPE_HUMANCoatomersubunitepsilonOS=HomosapiensGN=COPEPE=1SV=3;tr|M0QXB4|M0QXB4_HUMANCoatomerproteincomplex,subunitepsilon,isoformCRA_gOS=HomosapiensGN=COPEPE=1SV=1;tr|M0R061|M0R061_HUMANCoatomersubunitepsilonOS=HomosapiensGN=COPEPE=1SV=1	2	1	0.015185143	45.64640337	3	0.998543854	0.015185143	45.64640337	1	NaN	0.018687857	37.09077938	2	1	0.018687857	37.09077938	1	NaN	0.014788632	46.87027006	2	1	0.014788632	46.87027006	2	1	0.018216645	38.05021026	3	0.984142166	0.018216645	38.05021026	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.018768262	36.93187817	3	0.994880908	0.018768262	36.93187817	3	0.869622002	0.01936524	35.79336881	4	0.928063634	0.01936524	35.79336881
sp|O14617|AP3D1_HUMANAP-3complexsubunitdelta-1OS=HomosapiensGN=AP3D1PE=1SV=1;tr|A0A087WYN6|A0A087WYN6_HUMANAP-3complexsubunitdelta-1(Fragment)OS=HomosapiensGN=AP3D1PE=1SV=1;tr|K7ERW8|K7ERW8_HUMANAP-3complexsubunitdelta-1(Fragment)OS=HomosapiensGN=AP3D1PE=1SV=1	1	NaN	0.01533396	45.20340228	2	1	0.01533396	45.20340228	1	NaN	0.014200273	48.81224227	2	1	0.014200273	48.81224227	1	NaN	0.014011637	49.46939382	2	1	0.014011637	49.46939382	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.017926127	38.66686797	2	1	0.017926127	38.66686797	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.021147155	32.77732468	2	1	0.021147155	32.77732468
sp|O14735|CDIPT_HUMANCDP-diacylglycerol--inositol3-phosphatidyltransferaseOS=HomosapiensGN=CDIPTPE=1SV=1;tr|B3KY94|B3KY94_HUMANCDP-diacylglycerol--inositol3-phosphatidyltransferaseOS=HomosapiensGN=CDIPTPE=1SV=1;tr|H3BUR9|H3BUR9_HUMANCDP-diacylglycerol--inositol3-phosphatidyltransferaseOS=HomosapiensGN=CDIPTPE=1SV=1	1	NaN	0.012381074	55.98441632	2	1	0.012381074	55.98441632	2	1	0.013473042	51.44697109	3	0.999810454	0.013473042	51.44697109	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.013882445	49.92976241	3	0.963885241	0.013882445	49.92976241	1	NaN	0.013112677	52.86084439	2	1	0.013112677	52.86084439	2	1	0.014832779	46.73076851	3	0.48460698	0.014832779	46.73076851	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14744|ANM5_HUMANProteinarginineN-methyltransferase5OS=HomosapiensGN=PRMT5PE=1SV=4;tr|G3V580|G3V580_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=1;tr|G3V2L6|G3V2L6_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=1;tr|C9JSX3|C9JSX3_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=2;tr|G3V5L5|G3V5L5_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=8;tr|G3V2X6|G3V2X6_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=1;tr|H0YJX6|H0YJX6_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=1;tr|G3V507|G3V507_HUMANProteinarginineN-methyltransferase5OS=HomosapiensGN=PRMT5PE=1SV=1;tr|G3V2F5|G3V2F5_HUMANProteinarginineN-methyltransferase5OS=HomosapiensGN=PRMT5PE=1SV=1;tr|H0YJ77|H0YJ77_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=1;tr|G3V5T6|G3V5T6_HUMANProteinarginineN-methyltransferase5(Fragment)OS=HomosapiensGN=PRMT5PE=1SV=1	3	0.998348208	0.011117001	62.35019292	4	0.987376608	0.011117001	62.35019292	3	0.994162404	0.009899975	70.01504009	4	0.994608361	0.009899975	70.01504009	2	1	0.010141072	68.35048564	3	0.884109844	0.010141072	68.35048564	3	0.995720388	0.011312602	61.27212436	4	0.994846998	0.011312602	61.27212436	3	0.962410453	0.012030593	57.61538171	4	0.973312962	0.012030593	57.61538171	2	1	0.010541035	65.75703465	3	0.994177611	0.010541035	65.75703465	4	0.982796153	0.01061827	65.27873	5	0.97868797	0.01061827	65.27873	1	NaN	0.009476313	73.14523879	2	1	0.009476313	73.14523879
sp|O14745|NHRF1_HUMANNa(+)/H(+)exchangeregulatorycofactorNHE-RF1OS=HomosapiensGN=SLC9A3R1PE=1SV=4;tr|J3QRP6|J3QRP6_HUMANNa(+)/H(+)exchangeregulatorycofactorNHE-RF1(Fragment)OS=HomosapiensGN=SLC9A3R1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.019551786	35.45186067	2	1	0.019551786	35.45186067	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14773|TPP1_HUMANTripeptidyl-peptidase1OS=HomosapiensGN=TPP1PE=1SV=2	4	0.997869689	0.018024998	38.45477067	5	0.998682267	0.018024998	38.45477067	3	0.998374072	0.01837255	37.72732674	4	0.998871339	0.01837255	37.72732674	5	0.988433811	0.01855107	37.36426874	6	0.992069842	0.01855107	37.36426874	3	0.999627544	0.019414308	35.7029037	4	0.997546097	0.019414308	35.7029037	3	0.99852055	0.018637866	37.19026499	4	0.999365955	0.018637866	37.19026499	2	1	0.018835777	36.79949986	3	0.999995145	0.018835777	36.79949986	4	0.97249027	0.020004864	34.64893244	5	0.979964693	0.020004864	34.64893244	4	0.713691006	0.01807156	38.35569228	5	0.844179659	0.01807156	38.35569228
sp|O14776|TCRG1_HUMANTranscriptionelongationregulator1OS=HomosapiensGN=TCERG1PE=1SV=2;tr|G3V220|G3V220_HUMANTranscriptionelongationregulator1OS=HomosapiensGN=TCERG1PE=1SV=1;sp|Q5VWI1|TCRGL_HUMANTranscriptionelongationregulator1-likeproteinOS=HomosapiensGN=TCERG1LPE=2SV=2	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14818|PSA7_HUMANProteasomesubunitalphatype-7OS=HomosapiensGN=PSMA7PE=1SV=1;tr|H0Y586|H0Y586_HUMANProteasomeendopeptidasecomplex(Fragment)OS=HomosapiensGN=PSMA7PE=1SV=1;sp|Q8TAA3|PSA7L_HUMANProteasomesubunitalphatype-7-likeOS=HomosapiensGN=PSMA8PE=2SV=3;tr|A0A087WYS6|A0A087WYS6_HUMANProteasomeendopeptidasecomplexOS=HomosapiensGN=PSMA8PE=1SV=1;tr|F5GY34|F5GY34_HUMANProteasomesubunitalphatype-7-likeOS=HomosapiensGN=PSMA8PE=4SV=2	4	0.729615567	0.012365778	56.05366405	5	0.715347912	0.012365778	56.05366405	3	0.950760894	0.012499822	55.45256427	4	0.981362601	0.012499822	55.45256427	4	0.009946377	0.010650818	65.07924118	5	0.286919984	0.010650818	65.07924118	4	0.982532079	0.010008403	69.25652214	5	0.991051308	0.010008403	69.25652214	3	0.995660743	0.011231199	61.71622447	4	0.99645024	0.011231199	61.71622447	4	0.90682202	0.010730316	64.59708638	5	0.858265154	0.010730316	64.59708638	3	0.9943099	0.011236746	61.68575712	4	0.984276649	0.011236746	61.68575712	4	0.668360517	0.010814906	64.09183874	5	0.814102752	0.010814906	64.09183874
sp|O14828|SCAM3_HUMANSecretorycarrier-associatedmembraneprotein3OS=HomosapiensGN=SCAMP3PE=1SV=3	3	0.958243244	0.025182724	27.52470977	4	0.909655405	0.025182724	27.52470977	3	0.983282334	0.024068921	28.79843164	4	0.991019796	0.024068921	28.79843164	4	0.984353692	0.022114798	31.34313933	5	0.989565935	0.022114798	31.34313933	4	0.94509263	0.023017614	30.113772	5	0.968941277	0.023017614	30.113772	2	1	0.02160402	32.08417553	3	0.999057932	0.02160402	32.08417553	3	0.981503185	0.023116804	29.98455877	4	0.989225946	0.023116804	29.98455877	4	0.994149443	0.023201516	29.87508167	5	0.991848146	0.023201516	29.87508167	3	0.983026061	0.027774777	24.95599434	4	0.85171916	0.027774777	24.95599434
sp|O14841|OPLA_HUMAN5-oxoprolinaseOS=HomosapiensGN=OPLAHPE=1SV=3	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14879|IFIT3_HUMANInterferon-inducedproteinwithtetratricopeptiderepeats3OS=HomosapiensGN=IFIT3PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14880|MGST3_HUMANMicrosomalglutathioneS-transferase3OS=HomosapiensGN=MGST3PE=1SV=1;tr|Q5VV89|Q5VV89_HUMANMicrosomalglutathioneS-transferase3OS=HomosapiensGN=MGST3PE=1SV=1;tr|Q5VV87|Q5VV87_HUMANMicrosomalglutathioneS-transferase3OS=HomosapiensGN=MGST3PE=1SV=1	1	NaN	0.007560798	91.67646381	2	1	0.007560798	91.67646381	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.013416072	51.66543302	2	1	0.013416072	51.66543302	1	NaN	0.011355941	61.03828813	2	1	0.011355941	61.03828813	1	NaN	0.00974105	71.15733675	2	1	0.00974105	71.15733675	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.011080455	62.555842	3	0.995461188	0.011080455	62.555842	2	1	0.009743573	71.13891464	3	0.887579182	0.009743573	71.13891464
sp|O14929|HAT1_HUMANHistoneacetyltransferasetypeBcatalyticsubunitOS=HomosapiensGN=HAT1PE=1SV=1	2	1	0.036041988	19.23165772	3	0.934118854	0.036041988	19.23165772	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.036442533	19.02028001	3	0.981535079	0.036442533	19.02028001	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14949|QCR8_HUMANCytochromeb-c1complexsubunit8OS=HomosapiensGN=UQCRQPE=1SV=4	2	1	0.014674784	47.23389424	3	0.970140213	0.014674784	47.23389424	1	NaN	0.014286579	48.51736439	2	1	0.014286579	48.51736439	1	NaN	0.009446092	73.3792548	2	1	0.009446092	73.3792548	1	NaN	0.014150235	48.98485257	2	1	0.014150235	48.98485257	2	1	0.01445835	47.94096001	3	0.512618536	0.01445835	47.94096001	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.013956591	49.66450572	2	1	0.013956591	49.66450572	1	NaN	0.010078489	68.77490737	2	1	0.010078489	68.77490737
sp|O14964|HGS_HUMANHepatocytegrowthfactor-regulatedtyrosinekinasesubstrateOS=HomosapiensGN=HGSPE=1SV=1;tr|I3L1P5|I3L1P5_HUMANHepatocytegrowthfactor-regulatedtyrosinekinasesubstrate(Fragment)OS=HomosapiensGN=HGSPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.029812642	23.25010898	3	0.971411692	0.029812642	23.25010898	2	1	0.026527172	26.1297054	3	0.999961444	0.026527172	26.1297054	0	NaN	NaN	NaN	1	NaN	0	NaN	4	0.599278718	0.031409639	22.06797696	5	0.790297804	0.031409639	22.06797696	2	1	0.029045359	23.86430058	3	0.976612271	0.029045359	23.86430058	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.028011244	24.74531944	3	0.791301598	0.028011244	24.74531944
sp|O14976|GAK_HUMANCyclin-G-associatedkinaseOS=HomosapiensGN=GAKPE=1SV=2;tr|A0A087X1U9|A0A087X1U9_HUMANCyclin-G-associatedkinaseOS=HomosapiensGN=GAKPE=1SV=1;tr|H0Y8H5|H0Y8H5_HUMANCyclin-G-associatedkinase(Fragment)OS=HomosapiensGN=GAKPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|O14980|XPO1_HUMANExportin-1OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9JKM9|C9JKM9_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9J673|C9J673_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9IZS4|C9IZS4_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9JQ02|C9JQ02_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9JV99|C9JV99_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|F8WF71|F8WF71_HUMANExportin-1OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9IYM2|C9IYM2_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|H7BZC5|H7BZC5_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1;tr|C9JF49|C9JF49_HUMANExportin-1(Fragment)OS=HomosapiensGN=XPO1PE=1SV=1	5	0.211983189	0.01747227	39.6712733	6	0.413234368	0.01747227	39.6712733	5	0.905956518	0.014909553	46.49013868	6	0.922212313	0.014909553	46.49013868	4	0.998254075	0.012216072	56.74059216	5	0.98921415	0.012216072	56.74059216	4	0.989468941	0.012570317	55.14158237	5	0.98894135	0.012570317	55.14158237	4	0.937635518	0.012203352	56.79973579	5	0.939346184	0.012203352	56.79973579	3	0.971287696	0.015669595	44.23516946	4	0.971844804	0.015669595	44.23516946	5	0.702196361	0.01545492	44.84961418	6	0.774136813	0.01545492	44.84961418	4	0.792608848	0.012620072	54.92418406	5	0.8930661	0.012620072	54.92418406
sp|O15031|PLXB2_HUMANPlexin-B2OS=HomosapiensGN=PLXNB2PE=1SV=3;tr|A6QRG9|A6QRG9_HUMANPlexin-B2(Fragment)OS=HomosapiensGN=PLXNB2PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
